,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
13701,2017-02-17,2017-03-10,9.0,GPRO,Call,0.43,0.32971999999999996,9.25,0.057494866529774126,0.3279664696591148,0.0017535303408851566
13702,2017-02-17,2017-03-10,9.5,GPRO,Call,0.22,0.37231,9.25,0.057494866529774126,0.367001050350293,0.005308949649706962
13703,2017-02-17,2017-03-10,10.0,GPRO,Call,0.11,0.42675,9.25,0.057494866529774126,0.40168207589016064,0.02506792410983938
13704,2017-02-17,2017-03-17,9.0,GPRO,Call,0.47,0.33641,9.25,0.07665982203969883,0.325420015803182,0.010989984196818015
13705,2017-02-17,2017-03-17,10.0,GPRO,Call,0.15,0.37911999999999996,9.25,0.07665982203969883,0.3977013219544531,-0.018581321954453167
13706,2017-02-17,2017-03-24,8.5,GPRO,Call,0.89,0.32395999999999997,9.25,0.09582477754962354,0.37135829672369447,-0.0473982967236945
13708,2017-02-17,2017-03-24,9.5,GPRO,Call,0.28,0.34296,9.25,0.09582477754962354,0.3375529338437764,0.0054070661562236055
13709,2017-02-17,2017-03-24,10.0,GPRO,Call,0.16,0.37815,9.25,0.09582477754962354,0.36621222520419894,0.011937774795801048
13710,2017-02-17,2017-03-03,8.5,GPRO,Put,0.12,0.57894,9.25,0.038329911019849415,0.5552964049165411,0.023643595083458924
13711,2017-02-17,2017-03-03,9.0,GPRO,Put,0.31,0.57902,9.25,0.038329911019849415,0.5953807693443258,-0.016360769344325843
13712,2017-02-17,2017-03-03,9.5,GPRO,Put,0.61,0.65272,9.25,0.038329911019849415,0.6501161778731935,0.002603822126806432
13714,2017-02-17,2017-03-10,8.5,GPRO,Put,0.22,0.61454,9.25,0.057494866529774126,0.6021753491501186,0.012364650849881365
13715,2017-02-17,2017-03-10,9.0,GPRO,Put,0.45,0.61026,9.25,0.057494866529774126,0.6507849216597288,-0.04052492165972876
13716,2017-02-17,2017-03-10,9.5,GPRO,Put,0.73,0.66568,9.25,0.057494866529774126,0.6679435830016693,-0.0022635830016692893
13718,2017-02-17,2017-03-17,9.0,GPRO,Put,0.53,0.61636,9.25,0.07665982203969883,0.6447809113149454,-0.028420911314945396
13719,2017-02-17,2017-03-17,10.0,GPRO,Put,1.24,0.76141,9.25,0.07665982203969883,0.7667013080821643,-0.00529130808216427
13722,2017-02-17,2017-03-24,9.5,GPRO,Put,1.0,0.71127,9.25,0.09582477754962354,0.7549272561479203,-0.043657256147920376
13724,2017-02-17,2017-04-21,9.0,GPRO,Call,0.6,0.28989000000000004,9.25,0.17248459958932238,0.3043879365054658,-0.01449793650546577
13725,2017-02-17,2017-04-21,10.0,GPRO,Call,0.29,0.36118,9.25,0.17248459958932238,0.36930598044227037,-0.008125980442270364
13726,2017-02-17,2017-04-21,9.0,GPRO,Put,1.0,0.73127,9.25,0.17248459958932238,0.7469122215361842,-0.01564222153618422
13727,2017-02-17,2017-04-21,10.0,GPRO,Put,1.68,0.8183199999999999,9.25,0.17248459958932238,0.804087428466224,0.014232571533775884
13728,2017-02-17,2017-07-21,9.0,GPRO,Call,0.94,0.29161,9.25,0.4216290212183436,0.3387884521081184,-0.04717845210811844
13729,2017-02-17,2017-07-21,10.0,GPRO,Call,0.64,0.39939,9.25,0.4216290212183436,0.38697154564427994,0.012418454355720088
13730,2017-02-17,2017-07-21,9.0,GPRO,Put,1.79,0.81334,9.25,0.4216290212183436,0.8234934843185268,-0.010153484318526806
13732,2017-02-17,2018-01-19,10.0,GPRO,Call,1.15,0.35825999999999997,9.25,0.919917864476386,0.40426669303813906,-0.04600669303813909
13733,2017-02-17,2018-01-19,10.0,GPRO,Put,3.3,0.8482799999999999,9.25,0.919917864476386,0.8196931058582212,0.02858689414177873
13734,2017-02-17,2019-01-18,10.0,GPRO,Call,1.68,0.37792,9.25,1.9164955509924708,0.3807711979357672,-0.0028511979357672135
13739,2017-02-17,2017-06-16,20.0,GOV,Put,1.45,0.24465,19.57,0.3258042436687201,0.2760103025472542,-0.03136030254725422
13740,2017-02-17,2017-09-15,20.0,GOV,Call,0.85,0.12869,19.57,0.5749486652977412,0.17172852416728449,-0.043038524167284486
13741,2017-02-17,2017-09-15,20.0,GOV,Put,1.9,0.29191,19.57,0.5749486652977412,0.28623913454956756,0.0056708654504324385
13743,2017-02-17,2017-03-17,65.0,LOPE,Call,0.4,0.24604,61.389998999999996,0.07665982203969883,0.22779295411525788,0.01824704588474213
13745,2017-02-17,2017-06-16,60.0,LOPE,Call,4.5,0.28121999999999997,61.389998999999996,0.3258042436687201,0.2688360559649022,0.012383944035097794
13749,2017-02-17,2017-09-15,65.0,LOPE,Call,3.6,0.30133000000000004,61.389998999999996,0.5749486652977412,0.2693380801073649,0.03199191989263517
13759,2017-02-17,2017-08-18,10.0,GRBK,Call,0.93,0.40154,9.7,0.49828884325804246,0.3845048453177081,0.017035154682291886
13762,2017-02-17,2017-03-17,24.0,GPRE,Call,0.92,0.42131,23.799999,0.07665982203969883,0.38380562928406536,0.037504370715934654
13766,2017-02-17,2017-03-17,23.0,GPRE,Put,0.7,0.37398000000000003,23.799999,0.07665982203969883,0.40868688504219974,-0.03470688504219971
13771,2017-02-17,2017-06-16,23.0,GPRE,Call,2.89,0.50546,23.799999,0.3258042436687201,0.46126142660523917,0.044198573394760854
13775,2017-02-17,2017-06-16,23.0,GPRE,Put,2.05,0.41718999999999995,23.799999,0.3258042436687201,0.4607710655831574,-0.04358106558315744
13781,2017-02-17,2017-09-15,26.0,GPRE,Call,2.7,0.52159,23.799999,0.5749486652977412,0.4904186339025125,0.031171366097487496
13790,2017-02-17,2017-08-18,22.5,GLRE,Put,1.3,0.23465999999999998,23.450001,0.49828884325804246,0.2724105117506232,-0.03775051175062322
13792,2017-02-17,2017-08-18,17.5,GRFS,Call,1.05,0.1968,17.4,0.49828884325804246,0.21986071904800814,-0.023060719048008133
13793,2017-02-17,2017-02-24,4.5,GRPN,Call,0.22,0.47185,4.66,0.019164955509924708,0.4886884550939472,-0.016838455093947213
13794,2017-02-17,2017-02-24,5.0,GRPN,Call,0.05,0.61392,4.66,0.019164955509924708,0.629940790782402,-0.016020790782401928
13795,2017-02-17,2017-02-24,4.5,GRPN,Put,0.06,0.50848,4.66,0.019164955509924708,0.49063819543255194,0.017841804567448105
13796,2017-02-17,2017-02-24,5.0,GRPN,Put,0.37,0.49422,4.66,0.019164955509924708,0.5214955130386413,-0.027275513038641286
13800,2017-02-17,2017-03-10,5.0,GRPN,Call,0.11,0.51588,4.66,0.057494866529774126,0.5257747798687845,-0.009894779868784509
13801,2017-02-17,2017-03-17,4.5,GRPN,Call,0.32,0.45093999999999995,4.66,0.07665982203969883,0.45537812435826125,-0.004438124358261297
13802,2017-02-17,2017-03-17,5.0,GRPN,Call,0.12,0.49315,4.66,0.07665982203969883,0.4768373801333192,0.016312619866680755
13803,2017-02-17,2017-03-24,4.5,GRPN,Call,0.37,0.45469,4.66,0.09582477754962354,0.49839799260863643,-0.04370799260863645
13804,2017-02-17,2017-03-24,5.0,GRPN,Call,0.16,0.48752,4.66,0.09582477754962354,0.502052962235725,-0.014532962235725033
13805,2017-02-17,2017-03-03,4.5,GRPN,Put,0.12,0.52741,4.66,0.038329911019849415,0.5305807345344302,-0.003170734534430175
13811,2017-02-17,2017-03-24,4.5,GRPN,Put,0.2,0.4702,4.66,0.09582477754962354,0.48410064237446776,-0.013900642374467753
13813,2017-02-17,2017-04-21,4.5,GRPN,Call,0.45,0.46826999999999996,4.66,0.17248459958932238,0.47831306775829985,-0.010043067758299884
13814,2017-02-17,2017-04-21,5.0,GRPN,Call,0.23,0.46531000000000006,4.66,0.17248459958932238,0.4686436530398582,-0.0033336530398581643
13815,2017-02-17,2017-04-21,4.5,GRPN,Put,0.28,0.47372,4.66,0.17248459958932238,0.47006806483198554,0.0036519351680144307
13817,2017-02-17,2017-07-21,4.5,GRPN,Call,0.71,0.52259,4.66,0.4216290212183436,0.5270800940724675,-0.0044900940724674765
13818,2017-02-17,2017-07-21,5.0,GRPN,Call,0.48,0.52388,4.66,0.4216290212183436,0.5074309796590408,0.016449020340959186
13819,2017-02-17,2017-07-21,4.5,GRPN,Put,0.54,0.52733,4.66,0.4216290212183436,0.5266293119487815,0.0007006880512184788
13821,2017-02-17,2018-01-19,4.5,GRPN,Call,1.01,0.55656,4.66,0.919917864476386,0.5300772287163952,0.026482771283604878
13822,2017-02-17,2018-01-19,5.0,GRPN,Call,0.9,0.5382600000000001,4.66,0.919917864476386,0.5775009230535385,-0.039240923053538435
13823,2017-02-17,2018-01-19,4.5,GRPN,Put,0.85,0.5778800000000001,4.66,0.919917864476386,0.542323121299807,0.035556878700193084
13824,2017-02-17,2018-01-19,5.0,GRPN,Put,1.24,0.56204,4.66,0.919917864476386,0.5905403877797268,-0.028500387779726855
13825,2017-02-17,2019-01-18,4.5,GRPN,Call,1.4,0.48431,4.66,1.9164955509924708,0.526274343185586,-0.04196434318558595
13829,2017-02-17,2017-03-17,35.0,GGAL,Call,1.3,0.3758,34.619999,0.07665982203969883,0.38414649912433974,-0.008346499124339712
13830,2017-02-17,2017-03-17,35.0,GGAL,Put,1.25,0.26681,34.619999,0.07665982203969883,0.2749194540072016,-0.008109454007201589
13831,2017-02-17,2017-04-21,35.0,GGAL,Call,1.55,0.32543,34.619999,0.17248459958932238,0.2984148192211309,0.027015180778869108
13834,2017-02-17,2017-07-21,35.0,GGAL,Put,2.85,0.33555,34.619999,0.4216290212183436,0.2995564080971927,0.03599359190280732
13835,2017-02-17,2017-03-17,7.5,GSIT,Call,0.17,0.48589,6.99,0.07665982203969883,0.4623475316700674,0.023542468329932564
13836,2017-02-17,2017-04-21,7.5,GSIT,Call,0.35,0.48736999999999997,6.99,0.17248459958932238,0.4731069208213426,0.014263079178657379
13839,2017-02-17,2017-07-21,7.5,GSIT,Put,1.1,0.47573999999999994,6.99,0.4216290212183436,0.44421117595735915,0.03152882404264079
13840,2017-02-17,2017-03-17,5.0,GSVC,Call,0.6,0.56724,5.45,0.07665982203969883,0.56471829513705,0.0025217048629500027
13842,2017-02-17,2017-06-16,5.0,GSVC,Call,0.75,0.40155,5.45,0.3258042436687201,0.4108613151996571,-0.009311315199657055
13843,2017-02-17,2017-06-16,5.0,GSVC,Put,0.4,0.46557,5.45,0.3258042436687201,0.5080510016467371,-0.04248100164673713
13844,2017-02-17,2017-09-15,5.0,GSVC,Call,0.85,0.33027,5.45,0.5749486652977412,0.3746203477486908,-0.04435034774869079
13848,2017-02-17,2017-05-19,7.5,GUID,Call,0.82,0.65674,7.33,0.24914442162902123,0.6109732753745986,0.045766724625401434
13850,2017-02-17,2017-08-18,7.5,GUID,Call,1.08,0.53584,7.33,0.49828884325804246,0.5569673514096269,-0.02112735140962696
13853,2017-02-17,2017-03-17,20.0,GPOR,Call,0.55,0.35395,19.48,0.07665982203969883,0.35774595343461457,-0.003795953434614585
13854,2017-02-17,2017-03-17,20.0,GPOR,Put,1.05,0.35414,19.48,0.07665982203969883,0.35187882936761317,0.002261170632386844
13855,2017-02-17,2017-04-21,20.0,GPOR,Call,0.95,0.32893,19.48,0.17248459958932238,0.36266309950349657,-0.033733099503496566
13856,2017-02-17,2017-04-21,20.0,GPOR,Put,1.45,0.3736,19.48,0.17248459958932238,0.36180448359104506,0.011795516408954931
13857,2017-02-17,2017-07-21,20.0,GPOR,Call,1.85,0.3719,19.48,0.4216290212183436,0.408452025114399,-0.03655202511439898
13858,2017-02-17,2017-07-21,20.0,GPOR,Put,2.25,0.37706,19.48,0.4216290212183436,0.3930077364953108,-0.015947736495310783
13860,2017-02-17,2017-03-17,125.0,GWPH,Call,7.2,0.31499,129.58999599999999,0.07665982203969883,0.3207027863166472,-0.005712786316647234
13861,2017-02-17,2017-03-17,130.0,GWPH,Call,4.5,0.32318,129.58999599999999,0.07665982203969883,0.32645936006902376,-0.00327936006902374
13862,2017-02-17,2017-03-17,135.0,GWPH,Call,2.4,0.35042,129.58999599999999,0.07665982203969883,0.31432203567925304,0.03609796432074697
13863,2017-02-17,2017-03-17,140.0,GWPH,Call,1.6,0.31176,129.58999599999999,0.07665982203969883,0.3512872604874915,-0.0395272604874915
13864,2017-02-17,2017-03-17,120.0,GWPH,Put,1.45,0.39102,129.58999599999999,0.07665982203969883,0.34918222402968,0.04183777597031996
13865,2017-02-17,2017-03-17,125.0,GWPH,Put,3.0,0.32642,129.58999599999999,0.07665982203969883,0.35436168260048884,-0.02794168260048885
13866,2017-02-17,2017-03-17,130.0,GWPH,Put,5.17,0.33089,129.58999599999999,0.07665982203969883,0.34810649217784256,-0.017216492177842546
13869,2017-02-17,2017-05-19,120.0,GWPH,Call,15.27,0.3863,129.58999599999999,0.24914442162902123,0.3884219400822195,-0.002121940082219498
13870,2017-02-17,2017-05-19,125.0,GWPH,Call,12.05,0.34413,129.58999599999999,0.24914442162902123,0.3751640668821574,-0.03103406688215743
13871,2017-02-17,2017-05-19,130.0,GWPH,Call,8.7,0.35164,129.58999599999999,0.24914442162902123,0.34201615100491856,0.009623848995081452
13872,2017-02-17,2017-05-19,135.0,GWPH,Call,6.9,0.34415999999999997,129.58999599999999,0.24914442162902123,0.3532383832851941,-0.009078383285194114
13873,2017-02-17,2017-05-19,140.0,GWPH,Call,5.19,0.38189,129.58999599999999,0.24914442162902123,0.3524686874933475,0.02942131250665253
13874,2017-02-17,2017-05-19,120.0,GWPH,Put,5.3,0.41613,129.58999599999999,0.24914442162902123,0.37827501762828947,0.03785498237171053
13875,2017-02-17,2017-05-19,125.0,GWPH,Put,7.3,0.38452,129.58999599999999,0.24914442162902123,0.3749866653552959,0.009533334644704072
13876,2017-02-17,2017-05-19,130.0,GWPH,Put,10.5,0.40053,129.58999599999999,0.24914442162902123,0.40235887810429716,-0.0018288781042971602
13878,2017-02-17,2017-08-18,120.0,GWPH,Call,20.0,0.3735,129.58999599999999,0.49828884325804246,0.4154469831782066,-0.04194698317820661
13882,2017-02-17,2017-08-18,140.0,GWPH,Call,10.13,0.35525999999999996,129.58999599999999,0.49828884325804246,0.38683439738053366,-0.03157439738053369
13884,2017-02-17,2017-08-18,125.0,GWPH,Put,12.2,0.39729000000000003,129.58999599999999,0.49828884325804246,0.4069608876684282,-0.009670887668428163
13885,2017-02-17,2017-08-18,140.0,GWPH,Put,22.39,0.41093,129.58999599999999,0.49828884325804246,0.44742880556553577,-0.03649880556553575
13892,2017-02-17,2018-01-19,125.0,GWPH,Put,19.15,0.44148000000000004,129.58999599999999,0.919917864476386,0.44865965651416323,-0.007179656514163191
13893,2017-02-17,2018-01-19,130.0,GWPH,Put,19.9,0.45251,129.58999599999999,0.919917864476386,0.40604626481554745,0.04646373518445257
13900,2017-02-17,2019-01-18,140.0,GWPH,Call,18.5,0.30256,129.58999599999999,1.9164955509924708,0.3095840873288165,-0.007024087328816486
13911,2017-02-17,2017-05-19,25.0,HEES,Put,2.81,0.50865,24.33,0.24914442162902123,0.5061070440100676,0.0025429559899324827
13919,2017-02-17,2017-09-15,10.0,HNRG,Put,1.8,0.4859,9.25,0.5749486652977412,0.48803051136841485,-0.0021305113684148558
13921,2017-02-17,2017-03-17,13.0,HALO,Call,0.6,0.5413399999999999,12.61,0.07665982203969883,0.5502993265319353,-0.008959326531935319
13922,2017-02-17,2017-03-17,12.0,HALO,Put,0.45,0.57465,12.61,0.07665982203969883,0.5272496484137172,0.04740035158628275
13924,2017-02-17,2017-06-16,12.0,HALO,Call,1.85,0.52078,12.61,0.3258042436687201,0.5432046547426446,-0.022424654742644545
13927,2017-02-17,2017-06-16,13.0,HALO,Put,1.9,0.59375,12.61,0.3258042436687201,0.5894832587846317,0.004266741215368297
13928,2017-02-17,2017-09-15,12.0,HALO,Put,1.75,0.5754,12.61,0.5749486652977412,0.557421887152195,0.01797811284780504
13941,2017-02-17,2017-04-21,35.0,HAFC,Call,1.0,0.24996999999999997,33.650002,0.17248459958932238,0.276821933304172,-0.026851933304172015
13942,2017-02-17,2017-04-21,35.0,HAFC,Put,2.1,0.26356999999999997,33.650002,0.17248459958932238,0.23545516845215764,0.028114831547842334
13943,2017-02-17,2017-07-21,35.0,HAFC,Call,1.5,0.24995,33.650002,0.4216290212183436,0.2339802894812047,0.01596971051879531
13946,2017-02-17,2017-06-16,10.0,HDNG,Call,1.55,0.41397,11.0,0.3258042436687201,0.40186654451469617,0.012103455485303838
13947,2017-02-17,2017-06-16,10.0,HDNG,Put,0.7,0.48081,11.0,0.3258042436687201,0.4775766071133941,0.0032333928866059014
13948,2017-02-17,2017-09-15,10.0,HDNG,Call,1.75,0.38664,11.0,0.5749486652977412,0.36847538583992734,0.018164614160072645
13951,2017-02-17,2017-02-24,92.0,HAS,Call,3.25,0.01,98.5,0.019164955509924708,-1.542670411719766e-12,0.01000000000154267
13952,2017-02-17,2017-02-24,93.5,HAS,Call,4.95,0.01001,98.5,0.019164955509924708,1.4712545015587019e-12,0.010009999998528746
13953,2017-02-17,2017-02-24,95.0,HAS,Call,3.3,0.01,98.5,0.019164955509924708,2.5790749078395237e-12,0.009999999997420926
13958,2017-02-17,2017-02-24,98.0,HAS,Call,1.37,0.20226,98.5,0.019164955509924708,0.2020965592872975,0.00016344071270249505
13959,2017-02-17,2017-02-24,99.0,HAS,Call,0.8,0.18487,98.5,0.019164955509924708,0.18826136667040985,-0.0033913666704098455
13960,2017-02-17,2017-02-24,100.0,HAS,Call,0.4,0.213,98.5,0.019164955509924708,0.17664053548398512,0.03635946451601488
13961,2017-02-17,2017-02-24,101.0,HAS,Call,0.19,0.18459,98.5,0.019164955509924708,0.17504865758611882,0.009541342413881188
13962,2017-02-17,2017-02-24,102.0,HAS,Call,0.15,0.22855,98.5,0.019164955509924708,0.20463500509105717,0.023914994908942833
13963,2017-02-17,2017-02-24,90.0,HAS,Put,0.47,0.55193,98.5,0.019164955509924708,0.5715128941242706,-0.01958289412427061
13968,2017-02-17,2017-02-24,93.5,HAS,Put,0.41,0.35801,98.5,0.019164955509924708,0.37475685684355486,-0.01674685684355487
13969,2017-02-17,2017-02-24,95.0,HAS,Put,0.25,0.2179,98.5,0.019164955509924708,0.24861784262601874,-0.030717842626018732
13971,2017-02-17,2017-02-24,96.0,HAS,Put,0.47,0.21821999999999997,98.5,0.019164955509924708,0.256165616124979,-0.03794561612497904
13973,2017-02-17,2017-02-24,97.0,HAS,Put,0.89,0.24059,98.5,0.019164955509924708,0.28297836603876814,-0.04238836603876814
13974,2017-02-17,2017-02-24,97.5,HAS,Put,0.75,0.23131999999999997,98.5,0.019164955509924708,0.2193357476711864,0.01198425232881356
13975,2017-02-17,2017-02-24,98.0,HAS,Put,0.9,0.2134,98.5,0.019164955509924708,0.2094782328173851,0.003921767182614916
13977,2017-02-17,2017-03-03,89.0,HAS,Call,0.75,0.03235,98.5,0.038329911019849415,-1.2189178786136304e-13,0.032350000000121885
13978,2017-02-17,2017-03-03,90.0,HAS,Call,1.1,0.01264,98.5,0.038329911019849415,-1.841707823879323e-12,0.012640000001841708
13983,2017-02-17,2017-03-03,98.0,HAS,Call,1.75,0.18778,98.5,0.038329911019849415,0.19238879548937138,-0.004608795489371376
13984,2017-02-17,2017-03-03,99.0,HAS,Call,1.17,0.21703000000000003,98.5,0.038329911019849415,0.1811994464631394,0.035830553536860626
13985,2017-02-17,2017-03-03,100.0,HAS,Call,0.95,0.20748000000000003,98.5,0.038329911019849415,0.20402923480342927,0.003450765196570754
13986,2017-02-17,2017-03-03,101.0,HAS,Call,0.45,0.20614000000000002,98.5,0.038329911019849415,0.1721338175384272,0.03400618246157283
13987,2017-02-17,2017-03-03,102.0,HAS,Call,0.55,0.21825999999999998,98.5,0.038329911019849415,0.2264484220561087,-0.00818842205610873
13988,2017-02-17,2017-03-03,103.0,HAS,Call,0.6,0.23165999999999998,98.5,0.038329911019849415,0.2710171199410315,-0.039357119941031526
13989,2017-02-17,2017-03-10,92.5,HAS,Call,4.7,0.01264,98.5,0.057494866529774126,1.9486141759858806e-13,0.012639999999805139
13990,2017-02-17,2017-03-10,95.0,HAS,Call,3.85,0.19299000000000002,98.5,0.057494866529774126,0.15714690392259345,0.03584309607740657
13992,2017-02-17,2017-03-10,97.0,HAS,Call,2.8,0.21775999999999998,98.5,0.057494866529774126,0.20764940152130354,0.010110598478696442
13995,2017-02-17,2017-03-10,100.0,HAS,Call,1.32,0.18531,98.5,0.057494866529774126,0.20742318607755536,-0.022113186077555358
13996,2017-02-17,2017-03-10,101.0,HAS,Call,0.85,0.17870999999999998,98.5,0.057494866529774126,0.19138050931321532,-0.012670509313215339
13997,2017-02-17,2017-03-10,102.0,HAS,Call,0.56,0.18037999999999998,98.5,0.057494866529774126,0.18601648526442965,-0.005636485264429669
14000,2017-02-17,2017-03-17,95.0,HAS,Call,4.56,0.20448,98.5,0.07665982203969883,0.22341834169898844,-0.018938341698988448
14001,2017-02-17,2017-03-17,97.5,HAS,Call,2.48,0.17848,98.5,0.07665982203969883,0.17712931849014393,0.0013506815098560665
14002,2017-02-17,2017-03-17,100.0,HAS,Call,1.61,0.17670999999999998,98.5,0.07665982203969883,0.2067902650237392,-0.030080265023739228
14003,2017-02-17,2017-03-17,105.0,HAS,Call,0.35,0.1786,98.5,0.07665982203969883,0.19971922967360764,-0.02111922967360763
14004,2017-02-17,2017-03-24,95.0,HAS,Call,4.5,0.17089000000000001,98.5,0.09582477754962354,0.19315278930947868,-0.02226278930947867
14006,2017-02-17,2017-03-24,97.5,HAS,Call,2.65,0.21378000000000003,98.5,0.09582477754962354,0.17233929378822554,0.04144070621177448
14007,2017-02-17,2017-03-24,99.0,HAS,Call,2.0,0.182,98.5,0.09582477754962354,0.18202181349892305,-2.1813498923051178e-05
14008,2017-02-17,2017-03-24,100.0,HAS,Call,1.51,0.18830999999999998,98.5,0.09582477754962354,0.17619613508995377,0.012113864910046207
14009,2017-02-17,2017-03-24,101.0,HAS,Call,1.57,0.21285,98.5,0.09582477754962354,0.21238149369554615,0.00046850630445385844
14010,2017-02-17,2017-03-24,102.0,HAS,Call,1.27,0.18450999999999998,98.5,0.09582477754962354,0.2137673452022475,-0.029257345202247514
14011,2017-02-17,2017-03-24,103.0,HAS,Call,1.0,0.18708,98.5,0.09582477754962354,0.21329235865762786,-0.02621235865762786
14012,2017-02-17,2017-03-24,105.0,HAS,Call,0.6,0.18325999999999998,98.5,0.09582477754962354,0.2129968260144707,-0.029736826014470724
14020,2017-02-17,2017-03-03,94.0,HAS,Put,0.55,0.25474,98.5,0.038329911019849415,0.27553088759320027,-0.020790887593200247
14021,2017-02-17,2017-03-03,94.5,HAS,Put,0.65,0.24927,98.5,0.038329911019849415,0.2743145384721582,-0.025044538472158206
14022,2017-02-17,2017-03-03,95.0,HAS,Put,0.67,0.21871999999999997,98.5,0.038329911019849415,0.25722178945718965,-0.038501789457189683
14025,2017-02-17,2017-03-03,96.5,HAS,Put,1.05,0.21871999999999997,98.5,0.038329911019849415,0.2482790689878352,-0.029559068987835224
14027,2017-02-17,2017-03-03,98.0,HAS,Put,1.33,0.21261999999999998,98.5,0.038329911019849415,0.20538391630455605,0.007236083695443929
14030,2017-02-17,2017-03-10,91.5,HAS,Put,0.5,0.28275,98.5,0.057494866529774126,0.292767850803526,-0.010017850803526018
14031,2017-02-17,2017-03-10,92.0,HAS,Put,0.65,0.27725,98.5,0.057494866529774126,0.3046290222577351,-0.027379022257735086
14032,2017-02-17,2017-03-10,93.0,HAS,Put,0.7,0.24996999999999997,98.5,0.057494866529774126,0.28100852530069226,-0.031038525300692288
14034,2017-02-17,2017-03-10,94.0,HAS,Put,0.85,0.24996999999999997,98.5,0.057494866529774126,0.26998567653693906,-0.020015676536939087
14035,2017-02-17,2017-03-10,94.5,HAS,Put,0.9,0.21871999999999997,98.5,0.057494866529774126,0.25943649189901397,-0.040716491899013996
14036,2017-02-17,2017-03-10,95.0,HAS,Put,1.1,0.24996999999999997,98.5,0.057494866529774126,0.2674164092086245,-0.017446409208624503
14037,2017-02-17,2017-03-10,96.0,HAS,Put,1.1,0.21241999999999997,98.5,0.057494866529774126,0.22897364493874495,-0.016553644938744977
14040,2017-02-17,2017-03-10,99.0,HAS,Put,2.7,0.2377,98.5,0.057494866529774126,0.2601851893091045,-0.02248518930910451
14041,2017-02-17,2017-03-10,100.0,HAS,Put,3.1,0.20674,98.5,0.057494866529774126,0.24122688986574134,-0.03448688986574133
14042,2017-02-17,2017-03-17,90.0,HAS,Put,0.4,0.24550999999999998,98.5,0.07665982203969883,0.27303840651149097,-0.027528406511490994
14043,2017-02-17,2017-03-17,92.5,HAS,Put,0.6,0.24996999999999997,98.5,0.07665982203969883,0.24315738414309618,0.006812615856903792
14044,2017-02-17,2017-03-17,95.0,HAS,Put,0.95,0.21871999999999997,98.5,0.07665982203969883,0.2151556298486889,0.003564370151311058
14045,2017-02-17,2017-03-17,97.5,HAS,Put,2.0,0.2113,98.5,0.07665982203969883,0.22958441034400145,-0.018284410344001467
14046,2017-02-17,2017-03-17,100.0,HAS,Put,3.62,0.21325,98.5,0.07665982203969883,0.2581878342834278,-0.04493783428342779
14047,2017-02-17,2017-03-17,105.0,HAS,Put,7.2,0.21865,98.5,0.07665982203969883,0.25754287771273776,-0.03889287771273775
14048,2017-02-17,2017-03-24,90.0,HAS,Put,0.49,0.24996999999999997,98.5,0.09582477754962354,0.2596409032301112,-0.009670903230111216
14053,2017-02-17,2017-03-24,97.0,HAS,Put,2.04,0.24996999999999997,98.5,0.09582477754962354,0.22742978936046784,0.022540210639532127
14054,2017-02-17,2017-03-24,99.0,HAS,Put,2.99,0.21871999999999997,98.5,0.09582477754962354,0.22624079188554366,-0.007520791885543693
14057,2017-02-17,2017-04-21,95.0,HAS,Call,5.6,0.19827999999999998,98.5,0.17248459958932238,0.21997945755064405,-0.021699457550644063
14058,2017-02-17,2017-04-21,97.5,HAS,Call,3.91,0.2052,98.5,0.17248459958932238,0.2058543727123616,-0.0006543727123616006
14059,2017-02-17,2017-04-21,100.0,HAS,Call,2.49,0.21095999999999998,98.5,0.17248459958932238,0.1914783653490765,0.01948163465092348
14060,2017-02-17,2017-04-21,105.0,HAS,Call,1.1,0.17605,98.5,0.17248459958932238,0.20079689490342564,-0.02474689490342563
14061,2017-02-17,2017-04-21,90.0,HAS,Put,1.05,0.23304,98.5,0.17248459958932238,0.2526630250442246,-0.019623025044224612
14062,2017-02-17,2017-04-21,92.5,HAS,Put,1.4,0.21871999999999997,98.5,0.17248459958932238,0.23191736675717747,-0.013197366757177503
14063,2017-02-17,2017-04-21,95.0,HAS,Put,2.0,0.21871999999999997,98.5,0.17248459958932238,0.21875068397073263,-3.068397073266449e-05
14064,2017-02-17,2017-04-21,97.5,HAS,Put,3.4,0.24178000000000002,98.5,0.17248459958932238,0.2415160646347603,0.0002639353652397203
14065,2017-02-17,2017-04-21,100.0,HAS,Put,4.6,0.21659,98.5,0.17248459958932238,0.23443623198400998,-0.017846231984009975
14068,2017-02-17,2017-07-21,92.5,HAS,Call,9.1,0.17664000000000002,98.5,0.4216290212183436,0.22086833880513904,-0.04422833880513902
14069,2017-02-17,2017-07-21,95.0,HAS,Call,7.0,0.21618,98.5,0.4216290212183436,0.19709536156903473,0.01908463843096528
14070,2017-02-17,2017-07-21,97.5,HAS,Call,6.1,0.17843,98.5,0.4216290212183436,0.2161214566094252,-0.03769145660942519
14071,2017-02-17,2017-07-21,100.0,HAS,Call,4.8,0.16749,98.5,0.4216290212183436,0.21121557671371194,-0.04372557671371194
14072,2017-02-17,2017-07-21,105.0,HAS,Call,2.85,0.18955999999999998,98.5,0.4216290212183436,0.20610354201305234,-0.01654354201305236
14074,2017-02-17,2017-07-21,92.5,HAS,Put,4.1,0.28359,98.5,0.4216290212183436,0.2735831759495148,0.010006824050485197
